"포인트 wkt","시설물 id","시군구 코드","시군구명","읍면동 코드","읍면동명","시설코드","안심귀갓길 아이디","안심귀갓길 명","설치대수","비고","관리기관","전화번호","조성년월","시설물 최종점검일(사용안함)","세부위치설명","데이터 기준일자","이미지명"
"POINT(127.023496 37.507264)","1168010800_03_P15","1168000000","서울특별시 강남구","1168010800","논현동","304","1168010800_03","강남안심03","1","","","","","","MN휘트니스","20221108","1168010800_03_P15_304.jpeg"
"POINT(127.0312198600836382 37.50702230794982484)","1168010800_04_P01","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_04","강남안심04","1","","","","","","우리공인중개사","20221108","1168010800_04_P01_305.jpeg"
"POINT(127.031201 37.507097)","1168010800_04_P02","1168000000","서울특별시 강남구","1168010800","논현동","304","1168010800_04","강남안심04","1","","","","","","우리공인중개사","20221108","1168010800_04_P02_304.jpeg"
"POINT(127.031142 37.507133)","1168010800_04_P03","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_04","강남안심04","1","","","","","","우리공인중개사","20221108","1168010800_04_P03_305.jpeg"
"POINT(127.03108779922625615 37.50722831252258516)","1168010800_04_P04","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_04","강남안심04","4","방범용 CCTV","강남도시관제센터","02-3423-6771","","","우리공인중개사","20221108","1168010800_04_P04_302.jpeg"
"POINT(127.03108779922625615 37.50722831252258516)","1168010800_04_P05","1168000000","서울특별시 강남구","1168010800","논현동","301","1168010800_04","강남안심04","1","","강남도시관제센터","02-3423-6771","","","우리공인중개사","20221108","1168010800_04_P05_301.jpeg"
"POINT(127.03108779922625615 37.50722831252258516)","1168010800_04_P06","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_04","강남안심04","1","","","","","","우리공인중개사","20221108","1168010800_04_P06_305.jpeg"
"POINT(127.03108779922625615 37.50722831252258516)","1168010800_04_P07","1168000000","서울특별시 강남구","1168010800","논현동","307","1168010800_04","강남안심04","1","","","","","","우리공인중개사","20221108","1168010800_04_P07_307.jpeg"
"POINT(127.03108779922625615 37.50722831252258516)","1168010800_04_P08","1168000000","서울특별시 강남구","1168010800","논현동","307","1168010800_04","강남안심04","1","","논현1파출소","02-511-5087","","","우리공인중개사","20221108","1168010800_04_P08_307.jpeg"
"POINT(127.031016 37.507399)","1168010800_04_P09","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_04","강남안심04","1","","","","","","봉은사로21길12","20221108","1168010800_04_P09_305.jpeg"
"POINT(127.030913 37.507653)","1168010800_04_P10","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_04","강남안심04","2","방범용 CCTV","강남도시관제센터","02-3423-6771","","","봉은사로21길14","20221108","1168010800_04_P10_302.jpeg"
"POINT(127.030913 37.507653)","1168010800_04_P11","1168000000","서울특별시 강남구","1168010800","논현동","301","1168010800_04","강남안심04","1","","강남도시관제센터","02-3423-6771","","","봉은사로21길14","20221108","1168010800_04_P11_301.jpeg"
"POINT(127.030913 37.507653)","1168010800_04_P12","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_04","강남안심04","1","","","","","","봉은사로21길14","20221108","1168010800_04_P12_305.jpeg"
"POINT(127.030899 37.507738)","1168010800_04_P13","1168000000","서울특별시 강남구","1168010800","논현동","304","1168010800_04","강남안심04","1","","","","","","봉은사로21길14","20221108","1168010800_04_P13_304.jpeg"
"POINT(127.030756 37.507943)","1168010800_04_P14","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_04","강남안심04","1","","","","","","GS25논현으뜸점","20221108","1168010800_04_P14_305.jpeg"
"POINT(127.030756 37.507943)","1168010800_04_P15","1168000000","서울특별시 강남구","1168010800","논현동","303","1168010800_04","강남안심04","1","","","","","","GS25논현으뜸점","20221108","1168010800_04_P15_303.jpeg"
"POINT(127.030756 37.507943)","1168010800_04_P16","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_04","강남안심04","1","방범용 CCTV","강남도시관제센터","02-3423-6771","","","GS25논현으뜸점","20221108","1168010800_04_P16_302.jpeg"
"POINT(127.030577 37.508266)","1168010800_04_P17","1168000000","서울특별시 강남구","1168010800","논현동","307","1168010800_04","강남안심04","1","","논현1파출소","02-511-5087","","","엘로이헤어","20221108","1168010800_04_P17_307.jpeg"
"POINT(127.030577 37.508266)","1168010800_04_P18","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_04","강남안심04","1","","","","","","엘로이헤어","20221108","1168010800_04_P18_305.jpeg"
"POINT(127.030577 37.508266)","1168010800_04_P19","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_04","강남안심04","4","다목적 CCTV","강남도시관제센터","02-3423-6771","","","엘로이헤어","20221108","1168010800_04_P19_302.jpeg"
"POINT(127.030577 37.508266)","1168010800_04_P20","1168000000","서울특별시 강남구","1168010800","논현동","301","1168010800_04","강남안심04","1","","강남도시관제센터","02-3423-6771","","","엘로이헤어","20221108","1168010800_04_P20_301.jpeg"
"POINT(127.03040171338504649 37.5084665979569607)","1168010800_04_P21","1168000000","서울특별시 강남구","1168010800","논현동","304","1168010800_04","강남안심04","1","","","","","","아트힐A","20221108","1168010800_04_P21_304.jpeg"
"POINT(127.030317 37.508463)","1168010800_04_P22","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_04","강남안심04","2","","","","","","아트힐A","20221108","1168010800_04_P22_305.jpeg"
"POINT(127.030045 37.508671)","1168010800_04_P23","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_04","강남안심04","1","","","","","","한국부동산","20221108","1168010800_04_P23_305.jpeg"
"POINT(127.029888 37.508701)","1168010800_04_P24","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_04","강남안심04","1","","","","","","한국부동산","20221108","1168010800_04_P24_305.jpeg"
"POINT(127.029843 37.508707)","1168010800_04_P25","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_04","강남안심04","4","다목적 CCTV","강남도시관제센터","02-3423-6771","","","한국부동산","20221108","1168010800_04_P25_302.jpeg"
"POINT(127.029843 37.508707)","1168010800_04_P26","1168000000","서울특별시 강남구","1168010800","논현동","307","1168010800_04","강남안심04","1","","논현1파출소","02-511-5087","","","한국부동산","20221108","1168010800_04_P26_307.jpeg"
"POINT(127.029843 37.508707)","1168010800_04_P27","1168000000","서울특별시 강남구","1168010800","논현동","301","1168010800_04","강남안심04","1","","강남도시관제센터","02-3423-6771","","","한국부동산","20221108","1168010800_04_P27_301.jpeg"
"POINT(127.029843 37.508707)","1168010800_04_P28","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_04","강남안심04","1","","","","","","한국부동산","20221108","1168010800_04_P28_305.jpeg"
"POINT(127.029545 37.508892)","1168010800_04_P29","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_04","강남안심04","1","","강남도시관제센터","02-3423-6771","","","한양세탁소","20221108","1168010800_04_P29_302.jpeg"
"POINT(127.029545 37.508892)","1168010800_04_P30","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_04","강남안심04","1","","","","","","한양세탁소","20221108","1168010800_04_P30_305.jpeg"
"POINT(127.029545 37.508892)","1168010800_04_P31","1168000000","서울특별시 강남구","1168010800","논현동","303","1168010800_04","강남안심04","1","","","","","","한양세탁소","20221108","1168010800_04_P31_303.jpeg"
"POINT(127.029235 37.509070)","1168010800_04_P32","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_04","강남안심04","1","","","","","","단지마트","20221108","1168010800_04_P32_305.jpeg"
"POINT(127.029288 37.509110)","1168010800_04_P33","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_04","강남안심04","5","다목적 CCTV","강남도시관제센터","02-3423-6771","","","단지마트","20221108","1168010800_04_P33_302.jpeg"
"POINT(127.029288 37.509110)","1168010800_04_P34","1168000000","서울특별시 강남구","1168010800","논현동","301","1168010800_04","강남안심04","1","","강남도시관제센터","02-3423-6771","","","단지마트","20221108","1168010800_04_P34_301.jpeg"
"POINT(127.029179 37.509097)","1168010800_04_P35","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_04","강남안심04","1","","","","","","단지마트","20221108","1168010800_04_P35_305.jpeg"
"POINT(127.028881 37.509346)","1168010800_04_P36","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_04","강남안심04","1","","","","","","HONEY MOON VILLA","20221108","1168010800_04_P36_305.jpeg"
"POINT(127.028881 37.509346)","1168010800_04_P37","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_04","강남안심04","1","방범용 CCTV","강남도시관제센터","02-3423-6771","","","HONEY MOON VILLA","20221108","1168010800_04_P37_302.jpeg"
"POINT(127.028881 37.509346)","1168010800_04_P38","1168000000","서울특별시 강남구","1168010800","논현동","303","1168010800_04","강남안심04","1","","","","","","HONEY MOON VILLA","20221108","1168010800_04_P38_303.jpeg"
"POINT(127.02885361134480036 37.50934350167725739)","1168010800_04_P39","1168000000","서울특별시 강남구","1168010800","논현동","304","1168010800_04","강남안심04","1","","","","","","HONEY MOON VILLA","20221108","1168010800_04_P39_304.jpeg"
"POINT(127.028668 37.509393)","1168010800_04_P40","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_04","강남안심04","1","","","","","","MODUGAL","20221108","1168010800_04_P40_305.jpeg"
"POINT(127.028668 37.509393)","1168010800_04_P41","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_04","강남안심04","1","방범용 CCTV","강남도시관제센터","02-3423-6771","","","MODUGAL","20221108","1168010800_04_P41_302.jpeg"
"POINT(127.028668 37.509393)","1168010800_04_P42","1168000000","서울특별시 강남구","1168010800","논현동","307","1168010800_04","강남안심04","1","","","","","","MODUGAL","20221108","1168010800_04_P42_307.jpeg"
"POINT(127.028668 37.509393)","1168010800_04_P43","1168000000","서울특별시 강남구","1168010800","논현동","307","1168010800_04","강남안심04","1","","논현1파출소","02-511-5087","","","MODUGAL","20221108","1168010800_04_P43_307.jpeg"
"POINT(127.0368709135784826 37.50884831126261076)","1168010800_05_P01","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","로이체 앞","20221107","1168010800_05_P01_305.jpeg"
"POINT(127.0368709135784826 37.50884831126261076)","1168010800_05_P02","1168000000","서울특별시 강남구","1168010800","논현동","307","1168010800_05","강남안심05","1","","논현2파출소","02-543-0112","","","로이체 앞","20221107","1168010800_05_P02_307.jpeg"
"POINT(127.03700875671603399 37.50874299476291185)","1168010800_05_P03","1168000000","서울특별시 강남구","1168010800","논현동","304","1168010800_05","강남안심05","1","","","","","","호텔야자 앞","20221107","1168010800_05_P03_304.jpeg"
"POINT(127.03659815147894108 37.50916650480743186)","1168010800_05_P04","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","에이전시부스터 앞","20221107","1168010800_05_P04_305.jpeg"
"POINT(127.03662120900386867 37.50931983063517805)","1168010800_05_P05","1168000000","서울특별시 강남구","1168010800","논현동","303","1168010800_05","강남안심05","1","","","","","","파워캐스팅 앞","20221107","1168010800_05_P05_303.jpeg"
"POINT(127.03662120900386867 37.50931983063517805)","1168010800_05_P06","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","파워캐스팅 앞","20221107","1168010800_05_P06_305.jpeg"
"POINT(127.03646319651521424 37.50930614820669717)","1168010800_05_P07","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_05","강남안심05","1","다목적 CCTV","강남도시관제센터","02-3423-6771","","","GS25 앞","20221107","1168010800_05_P07_302.jpeg"
"POINT(127.03646319651521424 37.50930614820669717)","1168010800_05_P08","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","GS25 앞","20221107","1168010800_05_P08_305.jpeg"
"POINT(127.03636133141328912 37.50955448747544807)","1168010800_05_P09","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","수 엔터테인먼트 앞","20221107","1168010800_05_P09_305.jpeg"
"POINT(127.0362579600254378 37.50965979262949901)","1168010800_05_P10","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","공브라더스 골프 아카데미 앞","20221107","1168010800_05_P10_305.jpeg"
"POINT(127.03616320579305921 37.50976280650176875)","1168010800_05_P11","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","논현동 231-3 앞","20221107","1168010800_05_P11_305.jpeg"
"POINT(127.03602532989600604 37.50980633111336715)","1168010800_05_P12","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","논현동 230-10 앞","20221107","1168010800_05_P12_305.jpeg"
"POINT(127.03596507577769614 37.50996425953526625)","1168010800_05_P13","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","세븐일레븐 앞","20221107","1168010800_05_P13_305.jpeg"
"POINT(127.03583294292552353 37.51000320506905439)","1168010800_05_P14","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","카이수산 앞","20221107","1168010800_05_P14_305.jpeg"
"POINT(127.03583294292552353 37.51000320506905439)","1168010800_05_P15","1168000000","서울특별시 강남구","1168010800","논현동","307","1168010800_05","강남안심05","1","","논현2파출소","02-543-0112","","","카이수산 앞","20221107","1168010800_05_P15_307.jpeg"
"POINT(127.0357899265275563 37.51016341671752485)","1168010800_05_P16","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_05","강남안심05","1","다목적 CCTV","강남도시관제센터","02-3423-6771","","","신우빌딩 앞","20221107","1168010800_05_P16_302.jpeg"
"POINT(127.0357899265275563 37.51016341671752485)","1168010800_05_P17","1168000000","서울특별시 강남구","1168010800","논현동","301","1168010800_05","강남안심05","1","","강남도시관제센터","02-3423-6771","","","신우빌딩 앞","20221107","1168010800_05_P17_301.jpeg"
"POINT(127.03561200000000042 37.51029700000000133)","1168010800_05_P18","1168000000","서울특별시 강남구","1168010800","논현동","303","1168010800_05","강남안심05","1","","","","","","동궁빌딩 앞","20221107","1168010800_05_P18_303.jpeg"
"POINT(127.03561200000000042 37.51029700000000133)","1168010800_05_P19","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","동궁빌딩 앞","20221107","1168010800_05_P19_305.jpeg"
"POINT(127.03536442300257647 37.51070642456834747)","1168010800_05_P20","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","손자소프트 앞","20221107","1168010800_05_P20_305.jpeg"
"POINT(127.03525534052018031 37.51089182982792636)","1168010800_05_P21","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","라이징 엔터테인먼트 앞","20221107","1168010800_05_P21_305.jpeg"
"POINT(127.03522131040674026 37.51104844098460944)","1168010800_05_P22","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","라이징 엔터테인먼트 앞 삼거리","20221107","1168010800_05_P22_305.jpeg"
"POINT(127.03519833795996874 37.51107133334384969)","1168010800_05_P23","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_05","강남안심05","1","다목적 CCTV","강남도시관제센터","02-3423-6771","","","라이징 엔터테인먼트 앞 삼거리","20221107","1168010800_05_P23_302.jpeg"
"POINT(127.03511223136140984 37.51124300030476633)","1168010800_05_P24","1168000000","서울특별시 강남구","1168010800","논현동","303","1168010800_05","강남안심05","1","","","","","","논현빌라 앞","20221107","1168010800_05_P24_303.jpeg"
"POINT(127.03511223136140984 37.51124300030476633)","1168010800_05_P25","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","논현빌라 앞","20221107","1168010800_05_P25_305.jpeg"
"POINT(127.03504621871070412 37.51138033297247887)","1168010800_05_P26","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","논현빌라 앞","20221107","1168010800_05_P26_305.jpeg"
"POINT(127.03504621871070412 37.51138033297247887)","1168010800_05_P27","1168000000","서울특별시 강남구","1168010800","논현동","307","1168010800_05","강남안심05","1","","논현2파출소","02-543-0112","","","논현빌라 앞","20221107","1168010800_05_P27_307.jpeg"
"POINT(127.0349917049656483 37.51153368205113736)","1168010800_05_P28","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_05","강남안심05","1","방범용 CCTV","강남도시관제센터","02-3423-6771","","","메네스 프로덕션 앞 사거리","20221107","1168010800_05_P28_302.jpeg"
"POINT(127.0349917049656483 37.51153368205113736)","1168010800_05_P29","1168000000","서울특별시 강남구","1168010800","논현동","301","1168010800_05","강남안심05","1","","강남도시관제센터","02-3423-6771","","","메네스 프로덕션 앞 사거리","20221107","1168010800_05_P29_301.jpeg"
"POINT(127.03501469792976764 37.51155427219619298)","1168010800_05_P30","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","메네스 프로덕션 앞 사거리","20221107","1168010800_05_P30_305.jpeg"
"POINT(127.03482843045574668 37.51179777186887776)","1168010800_05_P31","1168000000","서울특별시 강남구","1168010800","논현동","304","1168010800_05","강남안심05","1","","","","","","82커피 앞","20221107","1168010800_05_P31_304.jpeg"
"POINT(127.03473939726806918 37.51185730040965893)","1168010800_05_P32","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_05","강남안심05","1","방범용 CCTV","강남도시관제센터","02-3423-6771","","","82커피 앞 삼거리","20221107","1168010800_05_P32_302.jpeg"
"POINT(127.03473939726806918 37.51185730040965893)","1168010800_05_P33","1168000000","서울특별시 강남구","1168010800","논현동","301","1168010800_05","강남안심05","1","","강남도시관제센터","02-3423-6771","","","82커피 앞 삼거리","20221107","1168010800_05_P33_301.jpeg"
"POINT(127.03475951839254776 37.51188017999868407)","1168010800_05_P34","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","82커피 앞 삼거리","20221107","1168010800_05_P34_305.jpeg"
"POINT(127.03465047079504302 37.51214797248015032)","1168010800_05_P35","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","예랑프로덕션 앞","20221107","1168010800_05_P35_305.jpeg"
"POINT(127.03454138128701345 37.51232651138590768)","1168010800_05_P36","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","일영빌딩 앞","20221107","1168010800_05_P36_305.jpeg"
"POINT(127.03454138128701345 37.51232651138590768)","1168010800_05_P37","1168000000","서울특별시 강남구","1168010800","논현동","307","1168010800_05","강남안심05","1","","논현2파출소","02-543-0112","","","일영빌딩 앞","20221107","1168010800_05_P37_307.jpeg"
"POINT(127.03462760356636352 37.51239971976147558)","1168010800_05_P38","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","일영빌딩 앞","20221107","1168010800_05_P38_305.jpeg"
"POINT(127.03457460018506708 37.51271669954266486)","1168010800_05_P39","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_05","강남안심05","1","방범용 CCTV","강남도시관제센터","02-3423-6771","","","메종드리라 앞","20221107","1168010800_05_P39_302.jpeg"
"POINT(127.03457460018506708 37.51271669954266486)","1168010800_05_P40","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","메종드리라 앞","20221107","1168010800_05_P40_305.jpeg"
"POINT(127.0344712966588645 37.51298449013959413)","1168010800_05_P41","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","브랜뉴테크 앞","20221107","1168010800_05_P41_305.jpeg"
"POINT(127.03450292991841764 37.51305084886516283)","1168010800_05_P42","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_05","강남안심05","1","방범용 CCTV","U-강남 도시관제센터","02-3423-6963","","","브랜뉴테크 앞","20221107","1168010800_05_P42_302.jpeg"
"POINT(127.03450292991841764 37.51305084886516283)","1168010800_05_P43","1168000000","서울특별시 강남구","1168010800","논현동","301","1168010800_05","강남안심05","1","","U-강남 도시관제센터","02-3423-6963","","","브랜뉴테크 앞","20221107","1168010800_05_P43_301.jpeg"
"POINT(127.03448582895236996 37.51334836540168993)","1168010800_05_P44","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","개미엔터테인먼트 앞","20221107","1168010800_05_P44_305.jpeg"
"POINT(127.03446867838437129 37.51353832007701783)","1168010800_05_P45","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","세민빌딩 앞","20221107","1168010800_05_P45_305.jpeg"
"POINT(127.03448602060140615 37.51376488148000021)","1168010800_05_P46","1168000000","서울특별시 강남구","1168010800","논현동","304","1168010800_05","강남안심05","1","304_훼손됨","","","","","논현동 211-4 앞","20221107","1168010800_05_P46_304.jpeg"
"POINT(127.03444867260995466 37.51376718092842566)","1168010800_05_P47","1168000000","서울특별시 강남구","1168010800","논현동","303","1168010800_05","강남안심05","1","","","","","","논현동 211-4 앞","20221107","1168010800_05_P47_303.jpeg"
"POINT(127.03444867260995466 37.51376718092842566)","1168010800_05_P48","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","논현동 211-4 앞","20221107","1168010800_05_P48_305.jpeg"
"POINT(127.03444875255372892 37.51394111071067528)","1168010800_05_P49","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","행복한초밥 앞","20221107","1168010800_05_P49_305.jpeg"
"POINT(127.03444023448075484 37.5141608139943088)","1168010800_05_P50","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","논현동 212-6 앞","20221107","1168010800_05_P50_305.jpeg"
"POINT(127.0345179229767183 37.51441482035598085)","1168010800_05_P51","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","재정빌딩 앞","20221107","1168010800_05_P51_305.jpeg"
"POINT(127.03440590114017539 37.51447206678565038)","1168010800_05_P52","1168000000","서울특별시 강남구","1168010800","논현동","303","1168010800_05","강남안심05","1","","","","","","헤펠레코리아 앞","20221107","1168010800_05_P52_303.jpeg"
"POINT(127.03440590114017539 37.51447206678565038)","1168010800_05_P53","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","헤펠레코리아 앞","20221107","1168010800_05_P53_305.jpeg"
"POINT(127.03439734086833823 37.51460022806809746)","1168010800_05_P54","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_05","강남안심05","1","","","","","","준빌딩 앞","20221107","1168010800_05_P54_305.jpeg"
"POINT(127.03439734086833823 37.51460022806809746)","1168010800_05_P55","1168000000","서울특별시 강남구","1168010800","논현동","307","1168010800_05","강남안심05","1","","논현2파출소","02-543-0112","","","준빌딩 앞","20221107","1168010800_05_P55_307.jpeg"
"POINT(127.03662120900386867 37.50931983063517805)","1168010800_05_P56","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_05","강남안심05","1","방범용 CCTV","강남도시관제센터","02-3423-6771","","","파워캐스팅 앞","20221107","1168010800_05_P56_302.jpeg"
"POINT(127.03561200000000042 37.51029700000000133)","1168010800_05_P57","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_05","강남안심05","1","방범용 CCTV","강남도시관제센터","02-3423-6771","","","동궁빌딩 앞","20221107","1168010800_05_P57_302.jpeg"
"POINT(127.03511223136140984 37.51124300030476633)","1168010800_05_P58","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_05","강남안심05","1","방범용 CCTV","강남도시관제센터","02-3423-6771","","","논현빌라 앞","20221107","1168010800_05_P58_302.jpeg"
"POINT(127.03444867260995466 37.51376718092842566)","1168010800_05_P59","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_05","강남안심05","1","방범용 CCTV","강남도시관제센터","02-3423-6771","","","논현동 211-4 앞","20221107","1168010800_05_P59_302.jpeg"
"POINT(127.03440590114017539 37.51447206678565038)","1168010800_05_P60","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_05","강남안심05","1","방범용 CCTV","강남도시관제센터","02-3423-6771","","","헤펠레코리아 앞","20221107","1168010800_05_P60_302.jpeg"
"POINT(127.04005328521468243 37.51766842392244428)","1168010800_06_P01","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_06","강남안심06","1","다목적 CCTV","강남도시관제센터","02-3423-6771","","","두성전주콩나물국밥 앞","20221107","1168010800_06_P01_302.jpeg"
"POINT(127.04005328521468243 37.51766842392244428)","1168010800_06_P02","1168000000","서울특별시 강남구","1168010800","논현동","301","1168010800_06","강남안심06","1","","강남도시관제센터","02-3423-6771","","","두성전주콩나물국밥 앞","20221107","1168010800_06_P02_301.jpeg"
"POINT(127.04008489356793632 37.51767527884521058)","1168010800_06_P03","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_06","강남안심06","1","","","","","","두성전주콩나물국밥 앞","20221107","1168010800_06_P03_305.jpeg"
"POINT(127.04027456840802301 37.5177621791660485)","1168010800_06_P04","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_06","강남안심06","1","","","","","","네온정형외과의원 앞","20221107","1168010800_06_P04_305.jpeg"
"POINT(127.03993294206978248 37.51828637274775247)","1168010800_06_P05","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_06","강남안심06","1","","","","","","나비드짐 앞","20221107","1168010800_06_P05_305.jpeg"
"POINT(127.03987556256782909 37.51844430196492652)","1168010800_06_P06","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_06","강남안심06","1","","","","","","스튜디오 매드독 앞","20221107","1168010800_06_P06_305.jpeg"
"POINT(127.03988716371424061 37.51864797883875724)","1168010800_06_P07","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_06","강남안심06","1","","","","","","삼성빌딩 앞","20221107","1168010800_06_P07_305.jpeg"
"POINT(127.03977809303053448 37.51885627350233676)","1168010800_06_P08","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_06","강남안심06","1","","","","","","바이씨엘로 앞","20221107","1168010800_06_P08_305.jpeg"
"POINT(127.03977809303053448 37.51885627350233676)","1168010800_06_P09","1168000000","서울특별시 강남구","1168010800","논현동","307","1168010800_06","강남안심06","1","","논현2파출소","02-511-5069","","","바이씨엘로 앞","20221107","1168010800_06_P09_307.jpeg"
"POINT(127.03970067066028093 37.51914694515228632)","1168010800_06_P10","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_06","강남안심06","1","","","","","","김태기선한복 앞","20221107","1168010800_06_P10_305.jpeg"
"POINT(127.03967480813965096 37.51914008819862545)","1168010800_06_P11","1168000000","서울특별시 강남구","1168010800","논현동","302","1168010800_06","강남안심06","1","방범용 CCTV","강남도시관제센터","02-3423-6771","","","김태기선한복 앞","20221107","1168010800_06_P11_302.jpeg"
"POINT(127.03967480813965096 37.51914008819862545)","1168010800_06_P12","1168000000","서울특별시 강남구","1168010800","논현동","301","1168010800_06","강남안심06","1","","강남도시관제센터","02-3423-6771","","","김태기선한복 앞","20221107","1168010800_06_P12_301.jpeg"
"POINT(127.03958293797776946 37.51927743190037745)","1168010800_06_P13","1168000000","서울특별시 강남구","1168010800","논현동","304","1168010800_06","강남안심06","1","","","","","","새터빌라 앞","20221107","1168010800_06_P13_304.jpeg"
"POINT(127.03956577481864088 37.51942161616896954)","1168010800_06_P14","1168000000","서울특별시 강남구","1168010800","논현동","305","1168010800_06","강남안심06","1","","","","","","논현동 102-6 앞","20221107","1168010800_06_P14_305.jpeg"
